id,age,income,tenure,district,profit_99,online_99,billpay_99,profit_00,online_00,billpay_00
18417,4,7,12.83,1200,32,0,0,38,0,0
18418,4,1,1.25,1200,29,0,0,5,0,0
18419,3,6,10.41,1200,18,0,0,71,0,0
18420,7,4,22.08,1200,554,0,0,638,0,0
18421,,,18,1200,48,0,0,-12,0,0
18422,4,3,7.41,1200,182,0,0,142,0,0
18423,2,5,4.58,1200,121,0,0,128,0,0
18424,1,5,2.5,1100,-14,1,0,16,1,0
18425,3,6,4.66,1300,182,0,0,178,0,0
18426,3,5,3.83,1100,82,0,0,-49,0,0
18427,,,5.25,1200,-137,0,0,407,0,0
18428,4,5,9.41,1200,-119,0,0,101,1,1
18429,3,8,7,1200,1,0,0,84,1,0
18430,5,7,5.41,1200,714,0,0,367,0,0
18431,,2,3.58,1100,15,0,0,4,0,0
18432,4,3,14.16,1200,82,0,0,,,
18433,3,6,10,1200,190,0,0,194,0,0
18434,3,9,11.25,1200,19,0,0,38,0,0
18435,4,9,2.58,1200,272,1,0,317,1,0
18436,5,8,11.25,1200,553,1,1,373,1,0
18437,1,3,3.08,1200,21,1,0,,,
18438,3,6,12.66,1300,454,0,0,118,0,0
18439,2,9,3,1200,-100,1,0,161,1,0
18440,3,6,12.08,1200,-7,0,0,20,0,0
18441,4,8,8.91,1200,278,0,0,472,0,0
18442,3,6,18.25,1300,-55,0,0,1307,0,0
18443,,,0.83,1300,-22,0,0,-26,0,0
18444,2,1,3.08,1200,-53,1,1,,,
18445,5,3,22.5,1200,338,0,0,192,0,0
18446,,,10.91,1300,81,0,0,76,0,0
18447,,,6,1200,-27,0,0,-92,0,0
18448,4,9,3.58,1200,-15,0,0,-6,0,0
18449,2,4,10.33,1200,118,0,0,118,0,0
18450,5,4,5.25,1200,213,0,0,306,0,0
18451,4,7,12.75,1200,-122,0,0,-125,0,0
18452,,,4.5,1200,-15,0,0,-7,0,0
18453,5,1,5.66,1200,355,0,0,-54,0,0
18454,3,5,5.25,1300,-74,0,0,0,0,0
18455,,,13.33,1200,1660,0,0,1624,1,0
18456,3,6,7.16,1200,1,0,0,3,0,0
18457,5,6,23.75,1200,146,0,0,125,0,0
18458,3,7,0.5,1200,43,0,0,-2,0,0
18459,,,6.25,1200,-79,0,0,,,
18460,,6,14.08,1200,108,0,0,208,0,0
18461,7,4,22.25,1200,153,0,0,437,0,0
18462,1,5,0.75,1200,-5,1,0,-19,1,0
18463,4,4,7.41,1200,365,1,0,141,0,0
18464,4,6,10.75,1200,87,0,0,80,0,0
18465,6,7,22.83,1300,98,0,0,99,0,0
18466,,,23.58,1100,31,0,0,304,0,0
18467,4,9,17.66,1200,252,0,0,-16,0,0
18468,7,9,5.16,1200,12,0,0,,,
18469,,,0.41,1200,-21,0,0,16,0,0
18470,1,9,3.91,1200,-7,0,0,29,1,0
18471,7,6,4.91,1200,-114,0,0,-5,0,0
18472,,,1.66,1200,75,0,0,35,0,0
18473,3,7,1.41,1200,-91,0,0,261,0,0
18474,6,4,15.25,1200,925,0,0,639,0,0
18475,3,6,3.41,1200,-3,0,0,120,1,0
18476,7,8,7.66,1200,-25,0,0,-26,0,0
18477,,,7.25,1100,-106,0,0,275,1,0
18478,5,6,26.08,1300,-4,0,0,282,0,0
18479,5,7,1.91,1200,-28,0,0,-20,1,0
18480,7,8,10.83,1200,153,0,0,153,0,0
18481,2,1,5.58,1100,166,0,0,-110,0,0
18482,,,30.58,1200,397,0,0,132,0,0
18483,2,1,4.33,1200,-171,0,0,100,0,0
18484,,,4.91,1200,-8,0,0,17,1,0
18485,3,6,7.5,1300,594,1,0,544,1,0
18486,,,19.83,1200,1121,0,0,367,0,0
18487,1,3,1.5,1200,245,0,0,255,0,0
18488,6,6,3.33,1200,-18,0,0,-26,0,0
18489,6,5,15.25,1200,45,0,0,-37,0,0
18490,3,6,6.25,1300,133,0,0,110,0,0
18491,2,6,18.75,1300,543,0,0,-39,1,0
18492,,,9.83,1200,-41,0,0,171,0,0
18493,5,4,20.41,1200,637,0,0,-11,0,0
18494,3,7,5.75,1300,-92,0,0,-35,0,0
18495,2,4,2.41,1200,10,0,0,10,0,0
18496,6,6,2.41,1200,14,0,0,-25,1,0
18497,3,6,6.58,1200,-31,1,0,80,0,0
18498,3,6,5.08,1200,162,0,0,-29,0,0
18499,,,2.83,1300,-29,0,0,-30,0,0
18500,4,2,22.08,1200,19,0,0,13,0,0
18501,3,9,4,1200,-31,0,0,-31,0,0
18502,4,5,22.08,1200,193,0,0,231,0,0
18503,,,0.91,1200,3,0,0,10,0,0
18504,4,9,10.58,1200,257,0,0,477,1,0
18505,1,3,16.33,1200,36,0,0,-12,0,0
18506,6,9,28,1200,399,0,0,638,0,0
18507,4,9,8.75,1200,116,0,0,259,0,0
18508,4,9,2.66,1200,-3,0,0,27,0,0
18509,4,9,13.58,1200,120,0,0,237,0,0
18510,7,3,30.08,1200,5,0,0,-17,0,0
18511,,1,0.25,1200,7,0,0,52,0,0
18512,3,5,4.5,1200,-30,0,0,-36,0,0
18513,3,4,2.41,1200,85,0,0,38,0,0
18514,4,9,7.83,1200,229,0,0,187,0,0
18515,7,3,16,1200,72,0,0,10,0,0
18516,4,5,8.41,1200,23,0,0,69,0,0
18517,4,7,9.33,1200,533,0,0,-54,0,0
18518,3,7,6.41,1100,-97,0,0,-106,0,0
18519,7,3,5.16,1200,312,0,0,430,0,0
18520,5,8,26.75,1100,-186,0,0,-183,0,0
18521,,,25.66,1200,345,0,0,392,0,0
18522,2,1,7.08,1200,-28,0,0,,,
18523,4,6,8.25,1200,-60,0,0,85,0,0
18524,2,5,13.83,1300,100,0,0,,,
18525,5,9,22.91,1200,571,0,0,266,0,0
18526,3,5,9.16,1200,-87,0,0,-62,1,0
18527,3,6,0.91,1200,-33,0,0,20,0,0
18528,7,7,27.08,1200,-17,0,0,,,
18529,7,3,17.16,1200,547,0,0,500,0,0
18530,,,1.25,1200,-46,0,0,-75,0,0
18531,,,10.08,1100,-132,0,0,28,0,0
18532,4,7,1.16,1300,-2,0,0,10,0,0
18533,6,3,1.08,1200,-66,0,0,47,0,0
18534,3,,1.58,1200,-19,0,0,-26,0,0
18535,6,1,1,1300,277,1,0,429,0,0
18536,,,5,1200,-65,0,0,-121,0,0
18537,,,3.58,1200,-31,0,0,-38,0,0
18538,4,7,7.91,1300,195,0,0,141,0,0
18539,2,6,14.58,1200,-26,1,0,52,1,0
18540,3,6,0.5,1100,-135,0,0,-135,0,0
18541,,,5.75,1300,-45,0,0,,,
18542,,,3.58,1200,-13,0,0,185,0,0
18543,4,6,7,1200,17,0,0,-31,0,0
18544,4,7,2.08,1200,391,0,0,283,0,0
18545,3,2,0.66,1200,-2,0,0,-26,0,0
18546,2,6,4.41,1200,-68,0,0,-73,0,0
18547,7,6,10,1200,10,0,0,2,0,0
18548,4,6,8.16,1300,-5,0,0,172,0,0
18549,5,6,14,1200,-48,0,0,283,1,0
18550,4,8,6.08,1200,88,0,0,120,0,0
18551,3,6,3.25,1200,278,0,0,315,0,0
18552,6,3,19.91,1300,-83,0,0,-60,0,0
18553,3,7,6.91,1300,-69,0,0,-54,0,0
18554,,,1.33,1200,3,0,0,-1,0,0
18555,,6,5.66,1200,-31,0,0,-31,0,0
18556,,,11.75,1200,398,0,0,1116,0,0
18557,2,2,15.33,1200,426,0,0,432,0,0
18558,,,2,1200,-32,0,0,-30,0,0
18559,1,4,0.66,1200,-58,1,0,-113,1,0
18560,,,19.91,1300,-83,0,0,,,
18561,7,3,24.5,1300,243,0,0,115,0,0
18562,4,6,15.66,1200,596,0,0,1004,0,0
18563,,,3.08,1200,-13,0,0,-5,0,0
18564,2,1,3.5,1100,-37,0,0,20,0,0
18565,,,6.58,1300,724,0,0,591,0,0
18566,1,3,1.16,1200,-40,0,0,,,
18567,4,6,24.75,1200,175,0,0,131,0,0
18568,,,18.91,1200,205,0,0,82,0,0
18569,3,2,13.5,1200,-121,0,0,-94,0,0
18570,,,19.91,1200,-63,1,0,,,
18571,3,5,13.5,1200,64,0,0,1,0,0
18572,5,9,28.5,1200,233,0,0,293,0,0
18573,7,3,9.75,1100,-70,0,0,-51,0,0
18574,,,4.75,1200,-51,0,0,,,
18575,3,3,3.33,1200,-67,0,0,-35,0,0
18576,4,7,14.41,1200,236,1,0,263,1,0
18577,3,3,7.08,1200,-50,0,0,-83,0,0
18578,3,3,11.16,1200,-10,0,0,-11,0,0
18579,4,1,16.08,1200,24,0,0,85,0,0
18580,3,9,19.66,1200,682,1,0,1603,1,0
18581,2,9,5.5,1200,592,0,0,7,1,0
18582,5,6,2.66,1200,-42,0,0,26,0,0
18583,4,6,0.91,1200,-6,0,0,1,0,0
18584,4,5,7.08,1200,136,0,0,,,
18585,7,3,18.75,1200,267,0,0,259,0,0
18586,,,5.58,1200,57,0,0,45,0,0
18587,1,5,14.58,1200,-21,1,1,39,1,0
18588,3,1,4.33,1100,8,1,1,-41,1,0
18589,3,7,4.41,1200,-103,0,0,196,0,0
18590,,,6.5,1200,-2,0,0,-2,0,0
18591,2,5,7.58,1200,-28,0,0,-3,0,0
18592,,,7.25,1200,-20,0,0,-4,0,0
18593,2,6,7.41,1200,-6,0,0,54,1,0
18594,5,9,3,1200,234,1,0,-2,1,0
18595,,,6.33,1200,-63,1,0,21,1,0
18596,,,0.83,1300,145,0,0,,,
18597,3,6,6.75,1300,-188,0,0,27,0,0
18598,,,3.66,1200,268,0,0,140,0,0
18599,3,7,6,1200,410,0,0,2818,0,0
18600,5,6,28.33,1200,33,0,0,79,0,0
18601,6,1,4.16,1200,-42,0,0,-41,0,0
18602,,,3.58,1300,-27,0,0,-28,0,0
18603,4,1,5.91,1200,-162,0,0,-79,1,0
18604,,,23.08,1200,100,0,0,160,0,0
18605,3,6,9.83,1200,-57,0,0,-86,0,0
18606,6,8,30.83,1100,877,0,0,739,0,0
18607,,,1.58,1200,-4,0,0,,,
18608,,,31.5,1200,112,0,0,156,0,0
18609,4,8,3.25,1200,-81,0,0,-12,0,0
18610,6,6,6.91,1300,-2,0,0,1,0,0
18611,3,3,5.5,1200,-9,0,0,235,0,0
18612,,,29.33,1300,405,0,0,365,0,0
18613,,,6.41,1200,-70,0,0,,,
18614,4,4,4.66,1100,-17,0,0,-14,1,0
18615,6,6,3.25,1200,90,0,0,-54,0,0
18616,2,6,3.41,1200,-31,1,0,32,1,0
18617,6,9,16.16,1200,1186,0,0,88,0,0
18618,,,0.66,1200,56,0,0,55,0,0
18619,3,6,0.33,1200,-13,1,1,-15,1,1
18620,,,3.41,1100,-16,0,0,,,
18621,2,2,6.58,1200,-95,1,0,-162,1,0
18622,,,5.33,1300,376,1,0,716,0,0
18623,7,6,22.25,1200,-154,0,0,-141,0,0
18624,,,0.58,1200,-23,0,0,,,
18625,1,8,8.66,1200,738,1,0,1791,1,0
18626,3,9,7.58,1200,1080,0,0,914,1,0
18627,,,16.41,1200,240,0,0,195,0,0
18628,3,8,6.58,1200,803,1,1,666,1,1
18629,4,4,2.08,1300,-57,0,0,-11,1,0
18630,7,3,6.66,1200,70,0,0,515,0,0
18631,3,9,3.16,1200,1503,0,0,587,1,1
18632,4,8,14.41,1200,-53,0,0,-27,1,0
18633,,,0.25,1200,-33,0,0,,,
18634,2,,0.66,1200,-29,0,0,,,
18635,,,1.08,1200,-52,0,0,-49,0,0
18636,7,4,6.25,1200,621,1,0,564,1,0
18637,,,5.41,1200,-40,0,0,5,0,0
18638,,,5.16,1200,-29,0,0,-24,0,0
18639,5,7,13.16,1200,146,0,0,132,0,0
18640,4,2,5.16,1200,8,0,0,-38,0,0
18641,2,,10.33,1200,-34,0,0,-15,0,0
18642,6,5,29.33,1300,165,0,0,-175,0,0
18643,5,9,16.25,1200,226,0,0,321,0,0
18644,,,1.83,1100,-64,0,0,-64,1,0
18645,,,30.75,1200,532,0,0,,,
18646,,,1.33,1100,-29,0,0,-29,0,0
18647,3,6,3.58,1200,300,0,0,564,0,0
18648,,,0.91,1200,-21,0,0,,,
18649,,,9.5,1100,18,0,0,44,1,0
18650,4,6,11.25,1200,-18,1,1,27,0,0
18651,,,1.5,1200,-30,0,0,-32,0,0
18652,6,6,4.25,1200,55,0,0,59,0,0
18653,4,3,1.16,1200,-28,0,0,-52,0,0
18654,7,4,22.33,1100,338,0,0,364,0,0
18655,3,6,14.08,1200,70,0,0,-127,1,0
18656,,,15.16,1200,-18,0,0,-11,0,0
18657,3,4,0.75,1200,-31,1,0,-38,1,0
18658,4,2,8.58,1200,875,0,0,904,0,0
18659,,,12.58,1200,-57,1,0,-39,0,0
18660,3,6,10.5,1200,-5,0,0,41,0,0
18661,,,2.75,1300,268,0,0,728,0,0
18662,3,6,6.83,1100,-165,0,0,-145,0,0
18663,3,6,8.58,1200,20,0,0,166,0,0
18664,2,4,7.16,1200,63,0,0,96,0,0
18665,,,4.66,1200,15,0,0,15,1,0
18666,5,6,29.91,1200,31,0,0,226,0,0
18667,6,7,17.75,1200,229,0,0,326,0,0
18668,4,8,24,1200,26,0,0,,,
18669,4,7,6.91,1200,442,0,0,400,0,0
18670,4,6,19.91,1300,98,0,0,-81,0,0
18671,2,3,2.66,1200,-123,1,0,-105,1,0
18672,,,0.33,1200,13,0,0,,,
18673,,,12.41,1100,592,0,0,19,0,0
18674,6,,10.91,1200,-18,0,0,,,
18675,,,9.5,1200,-29,0,0,,,
18676,,,2.33,1200,100,0,0,,,
18677,2,9,11.16,1200,-147,0,0,-132,1,1
18678,7,2,10.58,1200,1057,0,0,973,0,0
18679,3,9,22.5,1200,211,0,0,387,1,0
18680,5,9,5.08,1200,27,0,0,,,
18681,2,6,6.5,1200,-35,0,0,9,0,0
18682,,,1.5,1200,-30,0,0,,,
18683,7,4,12.83,1100,48,0,0,122,0,0
18684,4,9,6.75,1200,-27,0,0,10,0,0
18685,2,,0.41,1200,13,0,0,10,0,0
18686,1,8,13.83,1200,-52,0,0,-143,0,0
18687,1,6,9.5,1200,66,0,0,63,0,0
18688,7,6,6.66,1300,-49,0,0,-12,0,0
18689,2,1,2.91,1200,-18,0,0,-39,0,0
18690,,,4.66,1200,77,0,0,,,
18691,3,7,3.83,1200,-11,0,0,11,0,0
18692,4,9,18.58,1300,183,0,0,475,0,0
18693,,,11.5,1200,1311,0,0,,,
18694,5,5,20.41,1100,321,0,0,357,0,0
18695,,,1.25,1200,134,0,0,,,
18696,4,8,15.83,1100,-83,0,0,,,
18697,5,6,24.16,1200,320,0,0,302,0,0
18698,,,22.41,1200,-65,0,0,534,0,0
18699,4,1,13,1200,99,0,0,598,0,0
18700,7,3,21.25,1200,614,0,0,775,0,0
18701,3,3,11.5,1200,-14,0,0,59,0,0
18702,2,1,0.41,1300,3,0,0,,,
18703,4,7,15,1200,-68,0,0,-1,0,0
18704,,,6.91,1200,11,0,0,,,
18705,5,3,10.75,1200,-91,0,0,-90,0,0
18706,,,3.75,1200,-39,0,0,,,
18707,6,8,11.16,1200,-59,0,0,-98,0,0
18708,4,6,14.5,1200,-21,1,0,-21,1,0
18709,,,1,1200,16,0,0,,,
18710,3,5,5.5,1100,-72,0,0,-68,1,1
18711,4,7,1.75,1200,-21,0,0,-56,0,0
18712,3,7,6.41,1200,291,0,0,269,1,0
18713,5,8,13.75,1200,-50,0,0,-56,1,1
18714,6,9,18.75,1200,1031,0,0,929,0,0
18715,,,3.33,1200,-1,0,0,,,
18716,,,34.08,1300,-173,0,0,-130,0,0
18717,4,1,5.83,1200,107,1,0,19,1,0
18718,,,1.58,1200,-27,0,0,,,
18719,2,7,5.33,1200,-12,0,0,17,0,0
18720,,,6.83,1100,-26,0,0,-24,1,0
18721,,,17.5,1200,-67,0,0,,,
18722,,,1.5,1200,-4,1,1,,,
18723,3,5,6.16,1200,821,0,0,2564,1,1
18724,1,6,6.16,1200,121,0,0,321,0,0
18725,6,3,16.66,1200,121,0,0,52,0,0
18726,4,5,18.08,1200,-212,0,0,-287,0,0
18727,4,6,5.91,1200,-84,0,0,-18,0,0
18728,6,1,9.41,1200,-9,0,0,130,0,0
18729,4,5,2.83,1300,-44,0,0,-22,0,0
18730,7,1,0.75,1200,54,0,0,39,0,0
18731,1,,3,1200,-41,1,0,,,
18732,,,3.33,1200,415,0,0,,,
18733,6,4,8.5,1200,-177,0,0,-134,0,0
18734,,,19.58,1200,-25,1,0,-66,1,0
18735,,,8.66,1200,39,1,1,,1,1
18736,3,6,4.66,1200,45,0,0,62,0,0
18737,6,4,24.33,1200,220,0,0,263,0,0
18738,7,3,0.16,1200,363,0,0,641,0,0
18739,3,3,7.41,1100,-64,0,0,-72,0,0
18740,2,3,6.5,1200,14,1,0,47,1,0
18741,,,10.83,1200,-83,0,0,93,1,0
18742,6,3,24,1200,527,0,0,956,0,0
18743,5,3,16.41,1200,-11,0,0,-28,0,0
18744,4,3,1.91,1200,-80,0,0,-103,0,0
18745,2,9,2.33,1200,-10,1,0,-71,1,0
18746,2,8,9.91,1200,12,0,0,32,0,0
18747,4,6,7.16,1100,-31,0,0,-46,0,0
18748,3,6,6.33,1200,-29,0,0,-71,0,0
18749,3,6,8.91,1200,-15,0,0,-14,0,0
18750,7,3,8.16,1200,79,0,0,109,0,0
18751,,,20.5,1200,-16,0,0,,,
18752,4,6,18.5,1200,34,0,0,33,0,0
18753,3,1,2.91,1200,-11,0,0,-32,0,0
18754,,,11.75,1200,389,0,0,475,0,0
18755,,,12.41,1200,592,0,0,809,0,0
18756,3,8,2.08,1300,-31,0,0,208,0,0
18757,,,8.25,1200,-28,0,0,71,0,0
18758,3,6,12.41,1300,-126,0,0,-104,0,0
18759,5,5,12,1200,34,1,0,150,1,0
18760,6,4,22.58,1300,-56,0,0,31,0,0
18761,2,4,1.33,1200,-17,0,0,-58,0,0
18762,3,3,3.83,1200,-47,0,0,-29,0,0
18763,,,1.66,1100,-11,0,0,,,
18764,4,4,18.83,1200,-52,0,0,-20,0,0
18765,1,5,1.41,1200,-125,0,0,-68,1,0
18766,4,6,12.5,1200,-71,0,0,-65,0,0
18767,,,7.33,1200,-69,0,0,17,0,0
18768,3,5,8.41,1200,72,0,0,98,1,0
18769,,,3.91,1200,387,0,0,,,
18770,,,7.75,1200,-21,0,0,-64,0,0
18771,2,6,8.58,1200,21,0,0,-35,0,0
18772,7,2,17.16,1300,-13,0,0,0,0,0
18773,,,1.91,1200,-45,0,0,-50,0,0
18774,4,9,6.66,1200,54,0,0,,,
18775,7,9,5.83,1200,-182,0,0,590,0,0
18776,7,1,7.66,1200,355,0,0,99,0,0
18777,7,3,14.33,1200,-22,0,0,-24,0,0
18778,4,6,23.16,1200,142,0,0,35,0,0
18779,4,9,21.75,1200,-15,0,0,263,0,0
18780,,4,15.83,1300,-21,0,0,-40,0,0
18781,4,,23,1200,-14,0,0,-12,0,0
18782,3,5,20.08,1300,-51,0,0,-97,0,0
18783,3,7,16.41,1200,-141,0,0,-137,1,0
18784,2,6,8.75,1200,-64,0,0,-60,0,0
18785,3,6,15.08,1200,582,0,0,406,0,0
18786,,,13.58,1200,228,0,0,367,0,0
18787,,,2,1200,-9,0,0,,,
18788,,,5.33,1200,9,1,0,499,1,0
18789,,,8.75,1200,250,0,0,688,0,0
18790,,,32.41,1200,408,0,0,469,0,0
18791,5,5,4.66,1200,75,1,0,276,1,0
18792,,,16.75,1300,-30,0,0,-30,0,0
18793,,,7.41,1200,-2,0,0,,,
18794,,,7.83,1200,-110,0,0,214,0,0
18795,4,4,16.41,1200,206,0,0,163,0,0
18796,2,9,12.83,1200,-21,1,0,153,1,0
18797,7,1,34.5,1200,233,0,0,,,
18798,,,13.41,1200,113,0,0,138,0,0
18799,1,2,2.5,1200,-3,0,0,-5,0,0
18800,3,3,19.58,1100,110,0,0,790,0,0
18801,7,9,22.08,1200,59,0,0,156,0,0
18802,2,9,6.08,1200,-51,0,0,-26,0,0
18803,2,6,3.16,1200,339,0,0,222,1,0
18804,6,3,3.5,1200,-32,0,0,-124,1,0
18805,4,9,15.75,1200,-197,0,0,-183,0,0
18806,2,5,7.5,1200,273,0,0,196,0,0
18807,5,6,38.08,1100,-61,0,0,-93,0,0
18808,7,6,3.5,1300,-66,0,0,-81,0,0
18809,4,4,19.75,1200,-163,0,0,-50,0,0
18810,2,8,11.58,1200,250,1,0,258,1,0
18811,5,3,17.66,1200,267,0,0,372,0,0
18812,4,9,25.25,1200,77,0,0,106,0,0
18813,4,4,1.75,1200,414,0,0,499,0,0
18814,,,7.41,1200,-13,0,0,-22,0,0
18815,4,8,9.41,1200,-31,0,0,-31,0,0
18816,5,6,1.16,1200,-5,0,0,-3,0,0
18817,4,6,8.91,1200,22,0,0,132,0,0
18818,6,6,2.16,1200,-26,0,0,-25,0,0
18819,,2,1.83,1300,-23,0,0,203,0,0
18820,2,3,4.16,1200,534,0,0,,,
18821,4,5,5.91,1200,-74,0,0,-45,0,0
18822,2,3,7.58,1200,-117,0,0,,,
18823,4,9,10.83,1200,-104,0,0,-85,0,0
18824,,,17.5,1200,-156,1,1,-180,1,0
18825,7,3,16.5,1200,685,0,0,574,0,0
18826,,,11.16,1200,10,0,0,,,
18827,5,6,18.58,1200,1537,0,0,1241,0,0
18828,4,6,7.41,1300,0,0,0,-14,0,0
18829,4,4,0.16,1200,10,0,0,11,0,0
18830,,,16.91,1200,-144,0,0,-72,0,0
18831,,,0.41,1200,576,0,0,230,0,0
18832,5,5,26.25,1200,-26,0,0,,,
18833,2,2,5.66,1300,-12,0,0,-2,0,0
18834,,,16.5,1200,-50,0,0,-46,0,0
18835,4,6,22.41,1100,1352,0,0,710,0,0
18836,,,1.5,1300,-2,0,0,14,0,0
18837,5,6,0.25,1300,-15,0,0,5,0,0
18838,5,6,15.66,1200,-36,0,0,233,1,0
18839,6,1,1.5,1100,245,0,0,278,0,0
18840,,,9,1200,-2,0,0,,,
18841,,,18.25,1200,44,0,0,269,0,0
18842,4,6,4.66,1200,-42,0,0,-26,0,0
18843,4,9,21,1100,-29,1,0,-17,1,0
18844,,,10.83,1300,-3,0,0,-43,0,0
18845,3,3,3.83,1200,-37,0,0,-15,0,0
18846,,,2.25,1200,7,0,0,,,
18847,4,6,5.58,1200,590,0,0,751,0,0
18848,5,7,26.66,1100,241,0,0,368,0,0
18849,3,8,10.08,1200,240,1,0,1455,1,0
18850,,,4.33,1200,-17,0,0,-23,0,0
18851,4,7,7.91,1300,170,1,0,155,1,0
18852,,6,22.25,1200,201,0,0,267,0,0
18853,5,6,19.58,1200,226,0,0,,,
18854,7,1,20.08,1200,93,0,0,-46,0,0
18855,,,9,1300,-111,0,0,-130,1,0
18856,3,1,1.33,1100,105,0,0,72,0,0
18857,4,6,11,1300,-97,0,0,66,0,0
18858,3,3,10.33,1200,-134,1,0,117,0,0
18859,,,10.33,1200,32,0,0,,,
18860,5,9,10.83,1200,355,1,0,248,1,0
18861,6,4,2.41,1200,-59,0,0,-46,0,0
18862,6,4,30.5,1200,226,1,0,264,1,0
18863,2,6,14.41,1300,75,1,0,184,1,0
18864,4,8,26.16,1200,206,1,0,242,1,0
18865,5,7,3.41,1200,446,0,0,347,0,0
18866,5,6,24.33,1200,-9,0,0,33,1,1
18867,4,7,12.33,1200,2,0,0,163,1,0
18868,,,36.25,1200,-53,0,0,-46,0,0
18869,4,7,13.41,1300,-32,1,0,171,1,0
18870,4,4,17.25,1200,-113,0,0,-15,0,0
18871,5,6,24.08,1200,-8,0,0,-7,0,0
18872,,,1.91,1200,-15,0,0,,,
18873,3,1,6.58,1200,125,0,0,236,0,0
18874,6,1,11.58,1100,233,0,0,69,0,0
18875,5,4,10.83,1200,-6,0,0,-14,0,0
18876,7,6,22.08,1200,814,0,0,914,0,0
18877,4,4,1.41,1100,-79,0,0,-41,1,0
18878,,,15.33,1200,-35,0,0,,,
18879,7,,13.33,1200,-17,0,0,-27,0,0
18880,,,5,1200,34,0,0,,,
18881,7,6,20.5,1100,1495,0,0,,,
18882,4,9,6,1200,-18,0,0,,,
18883,,,11.41,1200,-35,1,0,-18,1,0
18884,7,1,1.41,1300,-25,0,0,,,
18885,4,6,5.66,1100,74,0,0,325,0,0
18886,3,3,3.91,1200,196,1,0,,,
18887,,5,2.66,1200,-30,0,0,,,
18888,,,0.83,1200,-28,0,0,,,
18889,,,9.41,1200,48,1,0,,,
18890,7,2,8.75,1200,103,0,0,159,0,0
18891,6,5,6.75,1200,46,0,0,-87,0,0
18892,5,4,30.5,1200,241,0,0,85,0,0
18893,,,22.25,1200,-72,0,0,,,
18894,3,9,12.83,1200,21,0,0,13,0,0
18895,,,17.41,1300,-14,0,0,106,0,0
18896,4,2,12.66,1200,4,0,0,58,0,0
18897,2,1,6.16,1100,-26,0,0,-21,0,0
18898,5,9,6.41,1200,-25,0,0,-18,0,0
18899,7,1,24.83,1200,-42,0,0,-27,0,0
18900,4,9,15.58,1200,-100,0,0,-83,0,0
18901,4,6,1.58,1200,668,1,0,192,1,0
18902,2,,6,1200,-95,0,0,-95,0,0
18903,2,5,4.33,1300,-56,0,0,,,
18904,3,1,1.16,1200,3,0,0,17,0,0
18905,4,2,4.25,1100,-29,0,0,,,
18906,3,6,4.25,1200,-16,0,0,-86,0,0
18907,3,5,11.75,1300,210,0,0,334,0,0
18908,4,6,23.41,1200,280,0,0,251,0,0
18909,4,1,6.41,1100,-26,0,0,-36,0,0
18910,7,6,3.5,1200,38,0,0,40,0,0
18911,4,6,3.83,1200,-201,0,0,,,
18912,2,6,5.5,1200,82,0,0,-30,0,0
18913,4,5,5.91,1200,116,0,0,429,0,0
18914,6,6,23.08,1300,-29,0,0,-15,1,0
18915,2,9,3.91,1200,108,0,0,160,0,0
18916,3,6,1.91,1200,-45,1,0,-18,1,0
18917,7,1,6.66,1300,-77,0,0,-73,0,0
18918,3,6,12.5,1200,573,1,0,,,
18919,3,9,7.33,1200,151,0,0,353,0,0
18920,,,0.66,1200,130,1,0,,,
18921,,,4.08,1200,12,0,0,,,
18922,5,1,9.58,1200,74,0,0,123,0,0
18923,,5,0.75,1200,-20,1,0,-43,1,0
18924,2,8,1,1200,11,1,0,189,1,0
18925,7,6,5,1200,790,0,0,146,0,0
18926,,,30.08,1200,-21,0,0,119,0,0
18927,,,1.91,1200,217,0,0,123,0,0
18928,3,7,19.33,1200,17,0,0,71,0,0
18929,,,7.41,1200,-70,1,0,-70,1,0
18930,3,6,16.33,1200,14,0,0,-126,0,0
18931,3,6,14.41,1200,160,0,0,111,0,0
18932,4,3,4.5,1200,-43,0,0,1,0,0
18933,3,5,7.25,1300,-138,0,0,-109,0,0
18934,1,2,9.33,1200,194,0,0,160,0,0
18935,3,1,5.25,1200,2,1,0,-21,1,0
18936,6,7,20.33,1300,106,0,0,148,0,0
18937,3,4,2.33,1300,36,0,0,257,0,0
18938,3,1,5.83,1300,291,0,0,50,0,0
18939,,,8.41,1200,-13,0,0,,,
18940,6,4,24.33,1200,319,0,0,431,0,0
18941,,,2.75,1300,262,0,0,,,
18942,5,1,3.41,1200,-29,0,0,-22,0,0
18943,7,1,1.41,1200,253,0,0,108,0,0
18944,4,6,6.5,1300,251,0,0,268,0,0
18945,2,6,3.66,1200,49,1,0,57,1,0
18946,5,9,8.66,1200,405,0,0,215,0,0
18947,6,3,31.33,1200,60,0,0,178,0,0
18948,7,4,34.33,1100,-141,0,0,-25,0,0
18949,5,6,9.5,1300,276,0,0,322,0,0
18950,2,4,3.75,1300,-45,0,0,-10,0,0
18951,2,6,6.08,1200,-39,0,0,30,0,0
18952,4,8,9.75,1300,115,1,0,77,1,1
18953,3,8,3.08,1300,49,0,0,192,0,0
18954,4,8,9.75,1200,-16,0,0,-20,0,0
18955,5,9,5.41,1200,-109,0,0,-62,0,0
18956,3,9,5.5,1200,217,0,0,190,0,0
18957,6,4,7.58,1200,24,0,0,32,0,0
